cost_risk_score,cost_risk_level,expenditure_pct,physical_progress_pct,expenditure_progress_gap,schedule_slippage_months,schedule_pressure_ratio,risk_reasons,risk_warnings,project_code,snapshot_date,project_category,actual_cost_overrun_pct
0,LOW,63.71787921500596,88.0,-24.282120784994042,3.0,1.1428571428571428,['No major cost-risk indicator was detected.'],[],N18000357,2025-03-01,Substation_Grid_Equipment,0.0
0,LOW,72.93396942426543,88.7,-15.766030575734575,4.0,1.1904761904761905,['No major cost-risk indicator was detected.'],[],N18000357,2025-04-01,Substation_Grid_Equipment,0.0
5,LOW,89.24102786511982,88.7,0.5410278651198155,5.0,1.2380952380952381,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000357,2025-05-01,Substation_Grid_Equipment,0.0
0,LOW,90.00758972134881,90.5,-0.49241027865119236,6.0,1.2857142857142858,['No major cost-risk indicator was detected.'],[],N18000357,2025-06-01,Substation_Grid_Equipment,0.0
0,LOW,12.486682733582269,33.0,-20.51331726641773,0.0,0.8095238095238095,['No major cost-risk indicator was detected.'],[],N18000359,2024-08-01,Substation_Grid_Equipment,0.0
0,LOW,13.779621220740804,37.0,-23.220378779259196,0.0,0.8571428571428571,['No major cost-risk indicator was detected.'],[],N18000359,2024-09-01,Substation_Grid_Equipment,0.0
0,LOW,18.227329616566163,63.0,-44.772670383433834,0.0,0.9523809523809523,['No major cost-risk indicator was detected.'],[],N18000359,2024-11-01,Substation_Grid_Equipment,0.0
0,LOW,30.329233856370053,70.0,-39.67076614362995,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000359,2024-12-01,Substation_Grid_Equipment,0.0
0,LOW,37.466254305485165,74.0,-36.533745694514835,1.0,1.0476190476190477,['No major cost-risk indicator was detected.'],[],N18000359,2025-01-01,Substation_Grid_Equipment,0.0
0,LOW,44.810144912545645,82.0,-37.189855087454355,2.0,1.0952380952380953,['No major cost-risk indicator was detected.'],[],N18000359,2025-02-01,Substation_Grid_Equipment,0.0
0,LOW,56.70517899440417,90.0,-33.29482100559583,3.0,1.1428571428571428,['No major cost-risk indicator was detected.'],[],N18000359,2025-03-01,Substation_Grid_Equipment,0.0
0,LOW,66.84181673372707,93.0,-26.15818326627293,4.0,1.1904761904761905,['No major cost-risk indicator was detected.'],[],N18000359,2025-04-01,Substation_Grid_Equipment,0.0
0,LOW,88.85073283753454,93.6,-4.749267162465458,5.0,1.2380952380952381,['No major cost-risk indicator was detected.'],[],N18000359,2025-05-01,Substation_Grid_Equipment,0.0
0,LOW,89.99886221413131,93.6,-3.601137785868687,6.0,1.2857142857142858,['No major cost-risk indicator was detected.'],[],N18000359,2025-06-01,Substation_Grid_Equipment,0.0
5,LOW,32.2161791786219,20.0,12.2161791786219,0.0,0.7083333333333334,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000360,2024-08-01,Transmission_System,0.0
25,LOW,43.6075542803306,22.0,21.607554280330604,0.0,0.75,['Expenditure is substantially ahead of physical progress.'],[],N18000360,2024-09-01,Transmission_System,0.0
5,LOW,44.63534752259004,26.0,18.63534752259004,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000360,2024-11-01,Transmission_System,0.0
5,LOW,50.373859791871865,38.0,12.373859791871865,0.0,0.875,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000360,2024-12-01,Transmission_System,0.0
5,LOW,53.285940644940254,47.0,6.285940644940254,0.0,0.9166666666666666,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000360,2025-01-01,Transmission_System,0.0
0,LOW,55.76977431373389,56.0,-0.23022568626610962,0.0,0.9583333333333334,['No major cost-risk indicator was detected.'],[],N18000360,2025-02-01,Transmission_System,0.0
0,LOW,57.99665967196266,69.0,-11.00334032803734,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000360,2025-03-01,Transmission_System,0.0
0,LOW,60.994389961886,83.7,-22.705610038114003,1.0,1.0416666666666667,['No major cost-risk indicator was detected.'],[],N18000360,2025-04-01,Transmission_System,0.0
0,LOW,81.36696501220506,86.1,-4.733034987794937,2.0,1.0833333333333333,['No major cost-risk indicator was detected.'],[],N18000360,2025-05-01,Transmission_System,0.0
0,LOW,81.99991435056316,90.0,-8.00008564943684,3.0,1.125,['No major cost-risk indicator was detected.'],[],N18000360,2025-06-01,Transmission_System,0.0
0,LOW,5.391724181936129,18.0,-12.60827581806387,0.0,0.7083333333333334,['No major cost-risk indicator was detected.'],[],N18000361,2024-08-01,Transmission_System,0.0
0,LOW,11.914257051602451,19.0,-7.085742948397549,0.0,0.75,['No major cost-risk indicator was detected.'],[],N18000361,2024-09-01,Transmission_System,0.0
25,LOW,65.87970889652215,22.0,43.879708896522146,0.0,0.8333333333333334,['Expenditure is substantially ahead of physical progress.'],[],N18000361,2024-11-01,Transmission_System,0.0
25,LOW,70.98429983800014,41.0,29.98429983800014,0.0,0.875,['Expenditure is substantially ahead of physical progress.'],[],N18000361,2024-12-01,Transmission_System,0.0
25,LOW,73.14666127848734,52.0,21.146661278487343,0.0,0.9166666666666666,['Expenditure is substantially ahead of physical progress.'],[],N18000361,2025-01-01,Transmission_System,0.0
5,LOW,78.39304641278417,61.0,17.393046412784173,0.0,0.9583333333333334,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000361,2025-02-01,Transmission_System,0.0
5,LOW,81.68976139582205,68.0,13.689761395822046,-0.0,1.0,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000361,2025-03-01,Transmission_System,0.0
5,LOW,81.68976139582205,68.0,13.689761395822046,1.0,1.0416666666666667,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000361,2025-04-01,Transmission_System,0.0
5,LOW,85.71458955898463,76.5,9.214589558984628,2.0,1.0833333333333333,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000361,2025-05-01,Transmission_System,0.0
5,LOW,85.71458955898463,82.6,3.1145895589846333,3.0,1.125,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000361,2025-06-01,Transmission_System,0.0
0,LOW,9.901674983941897,76.0,-66.0983250160581,0.0,0.8947368421052632,['No major cost-risk indicator was detected.'],[],N18000372,2024-11-01,Transmission_System,0.0
0,LOW,9.901674983941897,89.0,-79.0983250160581,0.0,0.9473684210526315,['No major cost-risk indicator was detected.'],[],N18000372,2024-12-01,Transmission_System,0.0
0,LOW,9.901674983941897,100.0,-90.0983250160581,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000372,2025-01-01,Transmission_System,0.0
0,LOW,17.582832418619507,18.0,-0.41716758138049315,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],[],N18000373,2024-08-01,Transmission_System,0.0
0,LOW,17.582832418619507,65.0,-47.4171675813805,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],[],N18000373,2024-11-01,Transmission_System,0.0
0,LOW,31.21642419490664,70.0,-38.78357580509336,0.0,0.8888888888888888,['No major cost-risk indicator was detected.'],[],N18000373,2024-12-01,Transmission_System,0.0
0,LOW,38.330865057931874,72.0,-33.669134942068126,0.0,0.9444444444444444,['No major cost-risk indicator was detected.'],[],N18000373,2025-01-01,Transmission_System,0.0
0,LOW,45.73569126230508,87.0,-41.26430873769492,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000373,2025-02-01,Transmission_System,0.0
0,LOW,47.91358132241484,89.0,-41.08641867758516,1.0,1.0555555555555556,['No major cost-risk indicator was detected.'],[],N18000373,2025-03-01,Transmission_System,0.0
0,LOW,59.674187647007585,91.0,-31.325812352992415,2.0,1.1111111111111112,['No major cost-risk indicator was detected.'],[],N18000373,2025-04-01,Transmission_System,0.0
0,LOW,73.61268403171007,92.0,-18.387315968289926,3.0,1.1666666666666667,['No major cost-risk indicator was detected.'],[],N18000373,2025-05-01,Transmission_System,0.0
0,LOW,82.00046461654615,93.0,-10.999535383453846,4.0,1.2222222222222223,['No major cost-risk indicator was detected.'],[],N18000373,2025-06-01,Transmission_System,0.0
0,LOW,8.278154681139755,12.0,-3.721845318860245,0.0,0.5555555555555556,['No major cost-risk indicator was detected.'],[],N18000374,2024-08-01,Other_Power_Transmission,0.0
0,LOW,20.743102668475803,28.0,-7.256897331524197,0.0,0.7222222222222222,['No major cost-risk indicator was detected.'],[],N18000374,2024-11-01,Other_Power_Transmission,0.0
0,LOW,27.30122116689281,35.0,-7.698778833107191,0.0,0.7777777777777778,['No major cost-risk indicator was detected.'],[],N18000374,2024-12-01,Other_Power_Transmission,0.0
0,LOW,32.59294436906377,43.0,-10.407055630936227,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],[],N18000374,2025-01-01,Other_Power_Transmission,0.0
0,LOW,40.96019900497512,49.0,-8.039800995024883,0.0,0.8888888888888888,['No major cost-risk indicator was detected.'],[],N18000374,2025-02-01,Other_Power_Transmission,0.0
0,LOW,46.29715061058345,53.0,-6.702849389416549,0.0,0.9444444444444444,['No major cost-risk indicator was detected.'],[],N18000374,2025-03-01,Other_Power_Transmission,0.0
0,LOW,55.52374491180462,57.0,-1.47625508819538,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000374,2025-04-01,Other_Power_Transmission,0.0
5,LOW,70.18543645409316,60.9,9.285436454093166,1.0,1.0555555555555556,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000374,2025-05-01,Other_Power_Transmission,0.0
5,LOW,76.99095431931254,69.4,7.59095431931253,2.0,1.1111111111111112,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000374,2025-06-01,Other_Power_Transmission,0.0
5,LOW,19.6741214057508,12.0,7.6741214057508,0.0,0.5789473684210527,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000376,2024-08-01,Other_Power_Transmission,0.0
0,LOW,30.50022820629849,42.0,-11.499771793701509,0.0,0.7368421052631579,['No major cost-risk indicator was detected.'],[],N18000376,2024-11-01,Other_Power_Transmission,0.0
0,LOW,33.69511638521223,47.0,-13.30488361478777,0.0,0.7894736842105263,['No major cost-risk indicator was detected.'],[],N18000376,2024-12-01,Other_Power_Transmission,0.0
0,LOW,38.48744865358284,53.0,-14.512551346417162,0.0,0.8421052631578947,['No major cost-risk indicator was detected.'],[],N18000376,2025-01-01,Other_Power_Transmission,0.0
0,LOW,40.860794157918754,58.0,-17.139205842081246,0.0,0.8947368421052632,['No major cost-risk indicator was detected.'],[],N18000376,2025-02-01,Other_Power_Transmission,0.0
0,LOW,44.74030123231401,64.0,-19.25969876768599,0.0,0.9473684210526315,['No major cost-risk indicator was detected.'],[],N18000376,2025-03-01,Other_Power_Transmission,0.0
0,LOW,50.35417617526243,64.0,-13.645823824737569,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000376,2025-04-01,Other_Power_Transmission,0.0
0,LOW,65.75353719762666,67.9,-2.1464628023733496,1.0,1.0526315789473684,['No major cost-risk indicator was detected.'],[],N18000376,2025-05-01,Other_Power_Transmission,0.0
0,LOW,68.98448197170242,75.7,-6.715518028297581,2.0,1.105263157894737,['No major cost-risk indicator was detected.'],[],N18000376,2025-06-01,Other_Power_Transmission,0.0
0,LOW,0.0,0.0,0.0,0.0,0.5,['No major cost-risk indicator was detected.'],[],N18000377,2024-09-01,Other_Power_Transmission,0.0
0,LOW,0.0,1.0,-1.0,0.0,0.6,['No major cost-risk indicator was detected.'],[],N18000377,2024-11-01,Other_Power_Transmission,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.65,['No major cost-risk indicator was detected.'],[],N18000377,2024-12-01,Other_Power_Transmission,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.7,['No major cost-risk indicator was detected.'],[],N18000377,2025-01-01,Other_Power_Transmission,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.75,['No major cost-risk indicator was detected.'],[],N18000377,2025-02-01,Other_Power_Transmission,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.8,['No major cost-risk indicator was detected.'],[],N18000377,2025-03-01,Other_Power_Transmission,0.0
0,LOW,0.0,5.0,-5.0,0.0,0.85,['No major cost-risk indicator was detected.'],[],N18000377,2025-04-01,Other_Power_Transmission,0.0
0,LOW,1.1785714285714286,6.0,-4.821428571428571,0.0,0.9,['No major cost-risk indicator was detected.'],[],N18000377,2025-05-01,Other_Power_Transmission,0.0
0,LOW,6.999999999999999,7.0,-8.881784197001252e-16,0.0,0.95,['No major cost-risk indicator was detected.'],[],N18000377,2025-06-01,Other_Power_Transmission,0.0
0,LOW,0.0,1.0,-1.0,0.0,0.47368421052631576,['No major cost-risk indicator was detected.'],[],N18000379,2024-08-01,Other_Power_Transmission,0.0
0,LOW,0.0,1.0,-1.0,0.0,0.5263157894736842,['No major cost-risk indicator was detected.'],[],N18000379,2024-09-01,Other_Power_Transmission,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.631578947368421,['No major cost-risk indicator was detected.'],[],N18000379,2024-11-01,Other_Power_Transmission,0.0
0,LOW,0.0,6.0,-6.0,0.0,0.6842105263157895,['No major cost-risk indicator was detected.'],[],N18000379,2024-12-01,Other_Power_Transmission,0.0
0,LOW,0.0,6.0,-6.0,0.0,0.7368421052631579,['No major cost-risk indicator was detected.'],[],N18000379,2025-01-01,Other_Power_Transmission,0.0
0,LOW,0.0,6.0,-6.0,0.0,0.7894736842105263,['No major cost-risk indicator was detected.'],[],N18000379,2025-02-01,Other_Power_Transmission,0.0
0,LOW,0.0,20.0,-20.0,0.0,0.8421052631578947,['No major cost-risk indicator was detected.'],[],N18000379,2025-03-01,Other_Power_Transmission,0.0
0,LOW,0.0,35.0,-35.0,0.0,0.8947368421052632,['No major cost-risk indicator was detected.'],[],N18000379,2025-04-01,Other_Power_Transmission,0.0
0,LOW,12.014018691588785,42.0,-29.985981308411215,0.0,0.9473684210526315,['No major cost-risk indicator was detected.'],[],N18000379,2025-05-01,Other_Power_Transmission,0.0
0,LOW,20.0,45.0,-25.0,-0.0,1.0,['No major cost-risk indicator was detected.'],[],N18000379,2025-06-01,Other_Power_Transmission,0.0
5,LOW,3.0122601279317696,1.0,2.0122601279317696,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2024-08-01,Other_Power_Transmission,0.0
5,LOW,4.98454157782516,1.0,3.9845415778251603,0.0,0.375,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2024-09-01,Other_Power_Transmission,0.0
5,LOW,7.7830490405117265,1.6,6.183049040511726,0.0,0.4583333333333333,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2024-11-01,Other_Power_Transmission,0.0
5,LOW,9.355543710021324,4.0,5.355543710021324,0.0,0.5,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2024-12-01,Other_Power_Transmission,0.0
5,LOW,9.51545842217484,5.0,4.51545842217484,0.0,0.5416666666666666,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2025-01-01,Other_Power_Transmission,0.0
5,LOW,13.24680170575693,7.0,6.24680170575693,0.0,0.5833333333333334,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2025-02-01,Other_Power_Transmission,0.0
5,LOW,16.445095948827294,9.0,7.445095948827294,0.0,0.625,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2025-03-01,Other_Power_Transmission,0.0
5,LOW,21.24253731343283,12.0,9.24253731343283,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2025-04-01,Other_Power_Transmission,0.0
25,LOW,36.38113006396589,13.9,22.481130063965892,0.0,0.7083333333333334,['Expenditure is substantially ahead of physical progress.'],[],N18000384,2025-05-01,Other_Power_Transmission,0.0
5,LOW,38.99866737739872,20.0,18.998667377398718,0.0,0.75,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000384,2025-06-01,Other_Power_Transmission,0.0
0,LOW,0.0,0.0,0.0,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000385,2024-08-01,Other_Power_Transmission,0.0
0,LOW,0.0,0.0,0.0,0.0,0.375,['No major cost-risk indicator was detected.'],[],N18000385,2024-09-01,Other_Power_Transmission,0.0
0,LOW,7.165109034267912,11.0,-3.8348909657320878,0.0,0.5,['No major cost-risk indicator was detected.'],[],N18000385,2024-12-01,Other_Power_Transmission,0.0
0,LOW,8.653513326410522,13.0,-4.346486673589478,0.0,0.5416666666666666,['No major cost-risk indicator was detected.'],[],N18000385,2025-01-01,Other_Power_Transmission,0.0
0,LOW,11.041883004499828,17.0,-5.958116995500172,0.0,0.5833333333333334,['No major cost-risk indicator was detected.'],[],N18000385,2025-02-01,Other_Power_Transmission,0.0
0,LOW,14.295604015230184,20.0,-5.704395984769816,0.0,0.625,['No major cost-risk indicator was detected.'],[],N18000385,2025-03-01,Other_Power_Transmission,0.0
0,LOW,20.837660089996536,24.9,-4.0623399100034625,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],[],N18000385,2025-04-01,Other_Power_Transmission,0.0
5,LOW,30.87504326756663,28.5,2.3750432675666318,0.0,0.7083333333333334,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000385,2025-05-01,Other_Power_Transmission,0.0
0,LOW,35.00484596746279,36.7,-1.6951540325372108,0.0,0.75,['No major cost-risk indicator was detected.'],[],N18000385,2025-06-01,Other_Power_Transmission,0.0
5,LOW,3.5717144763175455,3.0,0.5717144763175455,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000386,2024-08-01,Transmission_System,0.0
0,LOW,8.004669779853234,15.0,-6.995330220146766,0.0,0.4583333333333333,['No major cost-risk indicator was detected.'],[],N18000386,2024-11-01,Transmission_System,0.0
0,LOW,9.005336891260841,26.0,-16.99466310873916,0.0,0.5,['No major cost-risk indicator was detected.'],[],N18000386,2024-12-01,Transmission_System,0.0
0,LOW,11.907271514342897,26.0,-14.092728485657103,0.0,0.5416666666666666,['No major cost-risk indicator was detected.'],[],N18000386,2025-01-01,Transmission_System,0.0
0,LOW,14.04202801867912,35.0,-20.95797198132088,0.0,0.5833333333333334,['No major cost-risk indicator was detected.'],[],N18000386,2025-02-01,Transmission_System,0.0
0,LOW,17.611074049366245,39.0,-21.388925950633755,0.0,0.625,['No major cost-risk indicator was detected.'],[],N18000386,2025-03-01,Transmission_System,0.0
0,LOW,24.34889926617745,42.2,-17.851100733822552,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],[],N18000386,2025-04-01,Transmission_System,0.0
0,LOW,37.124082721814545,45.3,-8.175917278185452,0.0,0.7083333333333334,['No major cost-risk indicator was detected.'],[],N18000386,2025-05-01,Transmission_System,0.0
5,LOW,48.00466977985324,47.1,0.9046697798532364,0.0,0.75,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000386,2025-06-01,Transmission_System,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.25,['No major cost-risk indicator was detected.'],[],N18000388,2024-08-01,Other_Power_Transmission,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.2916666666666667,['No major cost-risk indicator was detected.'],[],N18000388,2024-09-01,Other_Power_Transmission,0.0
0,LOW,8.054003724394786,17.0,-8.945996275605214,0.0,0.375,['No major cost-risk indicator was detected.'],[],N18000388,2024-11-01,Other_Power_Transmission,0.0
0,LOW,10.42830540037244,23.0,-12.57169459962756,0.0,0.4166666666666667,['No major cost-risk indicator was detected.'],[],N18000388,2024-12-01,Other_Power_Transmission,0.0
0,LOW,14.80446927374302,28.0,-13.19553072625698,0.0,0.4583333333333333,['No major cost-risk indicator was detected.'],[],N18000388,2025-01-01,Other_Power_Transmission,0.0
0,LOW,16.480446927374302,30.0,-13.519553072625698,0.0,0.5,['No major cost-risk indicator was detected.'],[],N18000388,2025-02-01,Other_Power_Transmission,0.0
0,LOW,20.297951582867785,36.0,-15.702048417132215,0.0,0.5416666666666666,['No major cost-risk indicator was detected.'],[],N18000388,2025-03-01,Other_Power_Transmission,0.0
0,LOW,25.931098696461824,36.0,-10.068901303538176,0.0,0.5833333333333334,['No major cost-risk indicator was detected.'],[],N18000388,2025-04-01,Other_Power_Transmission,0.0
0,LOW,39.41340782122905,43.8,-4.386592178770947,0.0,0.625,['No major cost-risk indicator was detected.'],[],N18000388,2025-05-01,Other_Power_Transmission,0.0
0,LOW,42.992085661080075,52.2,-9.207914338919927,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],[],N18000388,2025-06-01,Other_Power_Transmission,0.0
0,LOW,13.647,18.0,-4.353,0.0,0.5,['No major cost-risk indicator was detected.'],[],N18000389,2024-11-01,Transmission_System,0.0
0,LOW,19.65,28.0,-8.350000000000001,0.0,0.5555555555555556,['No major cost-risk indicator was detected.'],[],N18000389,2024-12-01,Transmission_System,0.0
0,LOW,24.1,32.0,-7.899999999999999,0.0,0.6111111111111112,['No major cost-risk indicator was detected.'],[],N18000389,2025-01-01,Transmission_System,0.0
0,LOW,26.75,43.0,-16.25,0.0,0.6666666666666666,['No major cost-risk indicator was detected.'],[],N18000389,2025-02-01,Transmission_System,0.0
0,LOW,34.150000000000006,47.0,-12.849999999999994,0.0,0.7222222222222222,['No major cost-risk indicator was detected.'],[],N18000389,2025-03-01,Transmission_System,0.0
0,LOW,41.15,50.9,-9.75,0.0,0.7777777777777778,['No major cost-risk indicator was detected.'],[],N18000389,2025-04-01,Transmission_System,0.0
0,LOW,41.15,51.0,-9.850000000000001,0.0,0.8333333333333334,['No major cost-risk indicator was detected.'],[],N18000389,2025-05-01,Transmission_System,0.0
5,LOW,60.0,58.0,2.0,0.0,0.8888888888888888,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000389,2025-06-01,Transmission_System,0.0
0,LOW,0.0,0.0,0.0,0.0,0.16666666666666666,['No major cost-risk indicator was detected.'],[],N18000390,2024-09-01,Transmission_System,0.0
0,LOW,0.0,0.0,0.0,0.0,0.25,['No major cost-risk indicator was detected.'],[],N18000390,2024-11-01,Transmission_System,0.0
0,LOW,0.0,3.0,-3.0,0.0,0.2916666666666667,['No major cost-risk indicator was detected.'],[],N18000390,2024-12-01,Transmission_System,0.0
0,LOW,0.0,4.0,-4.0,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000390,2025-01-01,Transmission_System,0.0
0,LOW,0.0,6.0,-6.0,0.0,0.375,['No major cost-risk indicator was detected.'],[],N18000390,2025-02-01,Transmission_System,0.0
0,LOW,0.0,9.0,-9.0,0.0,0.4166666666666667,['No major cost-risk indicator was detected.'],[],N18000390,2025-03-01,Transmission_System,0.0
0,LOW,0.0,12.0,-12.0,0.0,0.4583333333333333,['No major cost-risk indicator was detected.'],[],N18000390,2025-04-01,Transmission_System,0.0
0,LOW,7.030927835051546,15.0,-7.969072164948454,0.0,0.5,['No major cost-risk indicator was detected.'],[],N18000390,2025-05-01,Transmission_System,0.0
0,LOW,10.0,16.8,-6.800000000000001,0.0,0.5416666666666666,['No major cost-risk indicator was detected.'],[],N18000390,2025-06-01,Transmission_System,0.0
0,LOW,0.0,0.0,0.0,0.0,0.125,['No major cost-risk indicator was detected.'],[],N18000391,2024-11-01,Other_Power_Transmission,0.0
0,LOW,1.036901494358036,2.0,-0.9630985056419641,0.0,0.16666666666666666,['No major cost-risk indicator was detected.'],[],N18000391,2024-12-01,Other_Power_Transmission,0.0
0,LOW,1.036901494358036,4.0,-2.9630985056419643,0.0,0.20833333333333334,['No major cost-risk indicator was detected.'],[],N18000391,2025-01-01,Other_Power_Transmission,0.0
0,LOW,1.3113754193351632,7.0,-5.688624580664837,0.0,0.25,['No major cost-risk indicator was detected.'],[],N18000391,2025-02-01,Other_Power_Transmission,0.0
0,LOW,1.8603232692894176,7.0,-5.139676730710582,0.0,0.2916666666666667,['No major cost-risk indicator was detected.'],[],N18000391,2025-03-01,Other_Power_Transmission,0.0
0,LOW,4.086611771881672,10.9,-6.8133882281183284,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000391,2025-04-01,Other_Power_Transmission,0.0
0,LOW,8.963098505641963,16.4,-7.436901494358036,0.0,0.375,['No major cost-risk indicator was detected.'],[],N18000391,2025-05-01,Other_Power_Transmission,0.0
0,LOW,15.0,18.6,-3.6000000000000014,0.0,0.4166666666666667,['No major cost-risk indicator was detected.'],[],N18000391,2025-06-01,Other_Power_Transmission,0.0
0,LOW,0.0,0.0,0.0,0.0,0.125,['No major cost-risk indicator was detected.'],[],N18000392,2024-11-01,Other_Power_Transmission,0.0
0,LOW,0.9231905465288036,5.0,-4.0768094534711965,0.0,0.16666666666666666,['No major cost-risk indicator was detected.'],[],N18000392,2024-12-01,Other_Power_Transmission,0.0
0,LOW,0.9970457902511078,6.0,-5.002954209748892,0.0,0.20833333333333334,['No major cost-risk indicator was detected.'],[],N18000392,2025-01-01,Other_Power_Transmission,0.0
0,LOW,0.9970457902511078,6.0,-5.002954209748892,0.0,0.25,['No major cost-risk indicator was detected.'],[],N18000392,2025-02-01,Other_Power_Transmission,0.0
0,LOW,1.6617429837518465,15.0,-13.338257016248154,0.0,0.2916666666666667,['No major cost-risk indicator was detected.'],[],N18000392,2025-03-01,Other_Power_Transmission,0.0
0,LOW,2.769571639586411,18.7,-15.930428360413588,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000392,2025-04-01,Other_Power_Transmission,0.0
0,LOW,7.012555391432793,21.7,-14.687444608567207,0.0,0.375,['No major cost-risk indicator was detected.'],[],N18000392,2025-05-01,Other_Power_Transmission,0.0
0,LOW,23.0,25.7,-2.6999999999999993,0.0,0.4166666666666667,['No major cost-risk indicator was detected.'],[],N18000392,2025-06-01,Other_Power_Transmission,0.0
0,LOW,0.0,0.0,0.0,0.0,0.125,['No major cost-risk indicator was detected.'],[],N18000394,2024-11-01,Other_Power_Transmission,0.0
0,LOW,1.1996308828052906,5.0,-3.8003691171947094,0.0,0.16666666666666666,['No major cost-risk indicator was detected.'],[],N18000394,2024-12-01,Other_Power_Transmission,0.0
0,LOW,1.9071055059981543,6.0,-4.092894494001846,0.0,0.20833333333333334,['No major cost-risk indicator was detected.'],[],N18000394,2025-01-01,Other_Power_Transmission,0.0
0,LOW,2.3069824669332513,7.0,-4.693017533066749,0.0,0.25,['No major cost-risk indicator was detected.'],[],N18000394,2025-02-01,Other_Power_Transmission,0.0
0,LOW,4.275607505382959,9.0,-4.724392494617041,0.0,0.2916666666666667,['No major cost-risk indicator was detected.'],[],N18000394,2025-03-01,Other_Power_Transmission,0.0
0,LOW,7.4131036604121805,11.6,-4.186896339587819,0.0,0.3333333333333333,['No major cost-risk indicator was detected.'],[],N18000394,2025-04-01,Other_Power_Transmission,0.0
0,LOW,13.122116271916337,13.4,-0.2778837280836637,0.0,0.375,['No major cost-risk indicator was detected.'],[],N18000394,2025-05-01,Other_Power_Transmission,0.0
5,LOW,20.0,16.2,3.8000000000000007,0.0,0.4166666666666667,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000394,2025-06-01,Other_Power_Transmission,0.0
5,LOW,2.4390243902439024,2.0,0.4390243902439024,0.0,0.6785714285714286,['No major cost-risk indicator was detected.'],['Expenditure is currently ahead of physical progress.'],N18000395,2024-12-01,Substation_Grid_Equipment,0.0
0,LOW,3.048780487804878,9.0,-5.951219512195122,0.0,0.7142857142857143,['No major cost-risk indicator was detected.'],[],N18000395,2025-01-01,Substation_Grid_Equipment,0.0
